TRDATE,REGION,STATE_NAME,MODE_OF_TRANSPORT,STATION_NAME,UTILITY,SECTOR,CAPACITY,NORMATIVE_STOCKS_REQUIRED_IN_DAYS,DAILY_REQUIREMENT,ACTUAL_STOCK_IMPORT,ACTUAL_STOCK_INDIGENOUS,ACTUAL_STOCK_TOTAL,ACTUAL_STOCK_DAYS,CRITICAL,SUPERCRITICAL,REMARKS
2-Feb-17,WESTERN,CHHATTISGARH,RAIL,BARADARHA TPS,D.B.POWER CORP. LTD.,IPP,1200,20,17,0,129,129,8,NULL,NULL,NA
2-Feb-17,WESTERN,CHHATTISGARH,RAIL,MARWA TPS,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,0,20,8,0,140,140,18,NULL,NULL,NA
2-Feb-17,WESTERN,GUJARAT,RAIL,SABARMATI (C STATION),TORRENT POWER LTD,PVT,60,30,6,35,86,121,22,NULL,NULL,NA
2-Feb-17,WESTERN,GUJARAT,RAIL,SIKKA REP. TPS,GUJARAT STATE ELECTRICITY CORPORATION LIMITED,STATE,740,30,5,65,39,104,22,NULL,NULL,NA
2-Feb-17,WESTERN,GUJARAT,RAIL,GANDHI NAGAR TPS,GUJARAT STATE ELECTRICITY CORPORATION LIMITED,STATE,630,30,6,0,248,248,43,NULL,NULL,NA
2-Feb-17,WESTERN,GUJARAT,RAIL,UKAI TPS,GUJARAT STATE ELECTRICITY CORPORATION LIMITED,STATE,1350,30,10,0,268,268,27,NULL,NULL,NA
2-Feb-17,WESTERN,GUJARAT,RAIL,WANAKBORI TPS,GUJARAT STATE ELECTRICITY CORPORATION LIMITED,STATE,1470,30,11,0,416,416,38,NULL,NULL,NA
2-Feb-17,WESTERN,MADHYA PRADESH,RAIL,AMARKANTAK EXT TPS,M. P. POWER GENERATING CORPORATION LIMITED,STATE,210,15,3,0,44,44,13,NULL,NULL,NA
2-Feb-17,WESTERN,MADHYA PRADESH,RAIL,SANJAY GANDHI TPS,M. P. POWER GENERATING CORPORATION LIMITED,STATE,1340,20,19,0,142,142,7,NULL,NULL,NA
2-Feb-17,WESTERN,MADHYA PRADESH,RAIL,SATPURA TPS,M. P. POWER GENERATING CORPORATION LIMITED,STATE,1330,20,12,0,178,178,15,NULL,NULL,NA
2-Feb-17,WESTERN,MADHYA PRADESH,RAIL,SHRI SINGHAJI TPP,M. P. POWER GENERATING CORPORATION LIMITED,STATE,1200,20,10,0,164,164,16,NULL,NULL,NA
2-Feb-17,WESTERN,MADHYA PRADESH,PITHEAD,VINDHYACHAL STPS,NTPC LIMITED.,CENTRAL,4760,15,74,0,1082,1082,15,NULL,NULL,NA
2-Feb-17,WESTERN,MADHYA PRADESH,RAIL,BINA TPS,JAI PRAKASH POWER VENTURE LTD.,IPP,500,25,4,0,84,84,19,NULL,NULL,NA
2-Feb-17,WESTERN,MADHYA PRADESH,RAIL,ANUPPUR TPP,MB POWER MADHYA PRADESH LTD,IPP,1200,25,9,0,132,132,15,NULL,NULL,NA
2-Feb-17,WESTERN,MAHARASHTRA,RAIL,BHUSAWAL TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,1420,20,19,0,222,222,12,NULL,NULL,NA
2-Feb-17,WESTERN,MAHARASHTRA,RAIL,CHANDRAPUR(MAHARASHTRA) STPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,2920,20,31,0,327,327,11,NULL,NULL,NA
2-Feb-17,WESTERN,MAHARASHTRA,RAIL,KHAPARKHEDA TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,1340,25,21,0,175,175,8,NULL,NULL,NA
2-Feb-17,WESTERN,MAHARASHTRA,RAIL,KORADI TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,2400,25,19,0,434,434,23,NULL,NULL,NA
2-Feb-17,WESTERN,MAHARASHTRA,RAIL,NASIK TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,630,25,7,0,186,186,28,NULL,NULL,NA
2-Feb-17,WESTERN,MAHARASHTRA,RAIL,PARLI TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,1170,25,12,0,214,214,18,NULL,NULL,NA
2-Feb-17,WESTERN,MAHARASHTRA,RAIL,PARAS TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,500,25,5,0,132,132,26,NULL,NULL,NA
2-Feb-17,WESTERN,MAHARASHTRA,RAIL,TIRORA TPS,ADANI POWER LTD.,IPP,3300,20,47,0,65,65,1,CRITICAL,SUPERCRITICAL,NA
2-Feb-17,WESTERN,MAHARASHTRA,RAIL,DAHANU TPS,RELIANCE INFRASTRUCTURE LTD.,PVT,500,25,7,13,278,291,44,NULL,NULL,NA
2-Feb-17,WESTERN,MAHARASHTRA,RAIL,BUTIBORI TPP,Vidarbha Industries Power Ltd.,IPP,600,20,4,0,59,59,13,NULL,NULL,NA
2-Feb-17,WESTERN,MAHARASHTRA,RAIL,AMARAVATI TPS,RattanIndia Power Limited,IPP,1350,20,19,70,94,165,9,NULL,NULL,NA
2-Feb-17,WESTERN,MAHARASHTRA,RAIL,EMCO WARORA TPS,EMCO ENERGY LTD,IPP,600,20,9,0,35,35,4,CRITICAL,NULL,NA
2-Feb-17,WESTERN,MAHARASHTRA,RAIL,MAUDA TPS,NTPC LIMITED.,CENTRAL,2320,20,15,0,159,159,11,NULL,NULL,NA
2-Feb-17,WESTERN,MAHARASHTRA,RAIL,DHARIWAL TPP,DHARIWAL INFRASTRUCTURE PVT. LTD.,IPP,0,20,6,0,87,87,16,NULL,NULL,NA
2-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,Dr. N.TATA RAO TPS,ANDHRA PRADESH POWER GENERATION CORP. LIMITED.,STATE,3520,20,25,0,260,260,10,NULL,NULL,NA
2-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,RAYALASEEMA TPS,ANDHRA PRADESH POWER GENERATION CORP. LIMITED.,STATE,1050,25,16,0,171,171,11,NULL,NULL,NA
2-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,SIMHADRI,NTPC LIMITED.,CENTRAL,2000,25,31,0,366,366,12,NULL,NULL,NA
2-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,DAMODARAM SANJEEVAIAH TPS,ANDHRA PRADESH POWER DEVELOPMENT COMPANY,STATE,1600,20,15,112,67,178,12,NULL,NULL,NA
2-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,VIZAG TPP,HINDUJA NATIONAL POWER CORP,IPP,0,20,14,0,0,0,0,CRITICAL,SUPERCRITICAL,NA
2-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,PAINAMPURAM TPP,THERMAL POWERTECH CORPORATION INDIA LTD.,IPP,1320,20,23,205,111,316,14,NULL,NULL,NA
2-Feb-17,SOUTHERN,KARNATAKA,RAIL,RAICHUR TPS,KARNATAKA POWER CORPORATION LIMITED,STATE,1720,30,23,0,76,76,3,CRITICAL,SUPERCRITICAL,NA
2-Feb-17,SOUTHERN,KARNATAKA,RAIL,BELLARY TPS,KARNATAKA POWER CORPORATION LIMITED,STATE,1700,30,9,15,8,24,3,CRITICAL,SUPERCRITICAL,NA
2-Feb-17,SOUTHERN,TAMIL NADU,INTER MODAL,ENNORE TPS,TAMIL NADU GENERATION & DISTRIBUTION CORP. LTD.,STATE,340,30,6,0,6,6,1,CRITICAL,SUPERCRITICAL,NA
2-Feb-17,SOUTHERN,TAMIL NADU,INTER MODAL,METTUR TPS,TAMIL NADU GENERATION & DISTRIBUTION CORP. LTD.,STATE,1440,30,22,53,134,187,8,NULL,NULL,NA
2-Feb-17,SOUTHERN,TAMIL NADU,INTER MODAL,NORTH CHENNAI TPS,TAMIL NADU GENERATION & DISTRIBUTION CORP. LTD.,STATE,1830,30,14,83,53,136,9,NULL,NULL,NA
2-Feb-17,SOUTHERN,TAMIL NADU,INTER MODAL,TUTICORIN TPS,TAMIL NADU GENERATION & DISTRIBUTION CORP. LTD.,STATE,1050,30,10,43,104,147,15,NULL,NULL,NA
2-Feb-17,SOUTHERN,TAMIL NADU,INTER MODAL,VALLUR TPP,NTPC TAMILNADU ENERGY COMPANY LIMITED,CENTRAL,1500,30,21,40,158,198,10,NULL,NULL,NA
2-Feb-17,SOUTHERN,TAMIL NADU,RAIL,TUTICORIN (JV) TPP,NLC TAMIL NADU POWER LTD,CENTRAL,1000,20,11,333,63,397,35,NULL,NULL,NA
2-Feb-17,SOUTHERN,TELANGANA,RAIL,KOTHAGUDEM TPS,TELANGANA STATE GENCO,STATE,720,20,29,0,467,467,16,NULL,NULL,NA
2-Feb-17,SOUTHERN,TELANGANA,PITHEAD,RAMAGUNDEM STPS,NTPC LIMITED.,CENTRAL,2663,15,42,0,458,458,11,NULL,NULL,NA
2-Feb-17,SOUTHERN,TELANGANA,PITHEAD,KAKATIYA TPS,TELANGANA STATE GENCO,STATE,1100,15,14,0,60,60,4,CRITICAL,NULL,NA
2-Feb-17,EASTERN,BIHAR,RAIL,MUZAFFARPUR TPS,KANTI BIJLEE UTPADAN NIGAM LTD.,CENTRAL,610,20,3,0,11,11,3,CRITICAL,SUPERCRITICAL,NA
2-Feb-17,EASTERN,BIHAR,PITHEAD,KAHALGAON TPS,NTPC LIMITED.,CENTRAL,2340,15,39,0,307,307,8,NULL,NULL,NA
2-Feb-17,EASTERN,BIHAR,RAIL,BARH II,NTPC LIMITED.,CENTRAL,1320,20,18,0,170,170,10,NULL,NULL,NA
2-Feb-17,EASTERN,JHARKHAND,RAIL,CHANDRAPURA(DVC) TPS,DAMODAR VALLEY CORPORATION,CENTRAL,760,20,11,0,287,287,26,NULL,NULL,NA
2-Feb-17,EASTERN,JHARKHAND,RAIL,PATRATU TPS,PATRATU VIDYUT UTPADAN NIGAM LIMITED(PVUNL),CENTRAL,455,20,7,0,9,9,1,CRITICAL,SUPERCRITICAL,NA
2-Feb-17,EASTERN,JHARKHAND,ROAD,TENUGHAT TPS,TENUGHAT VIDYUT NIGAM LIMITED,STATE,420,20,4,0,217,217,61,NULL,NULL,NA
2-Feb-17,EASTERN,JHARKHAND,RAIL,BOKARO `B` TPS,DAMODAR VALLEY CORPORATION,CENTRAL,630,20,5,0,170,170,34,NULL,NULL,NA
2-Feb-17,EASTERN,JHARKHAND,RAIL,MAITHON RB TPP,MAITHON POWER LIMITED,IPP,1050,20,14,0,227,227,16,NULL,NULL,NA
2-Feb-17,EASTERN,JHARKHAND,RAIL,KODARMA TPP,DAMODAR VALLEY CORPORATION,CENTRAL,1000,20,8,0,242,242,31,NULL,NULL,NA
2-Feb-17,EASTERN,ORISSA,PITHEAD,IB VALLEY TPS,ORISSA POWER GENERATION CORPORATION LIMITED,STATE,420,15,9,0,64,64,7,NULL,NULL,NA
2-Feb-17,EASTERN,ORISSA,PITHEAD,TALCHER (OLD) TPS,NTPC LIMITED.,CENTRAL,460,15,10,0,189,189,19,NULL,NULL,NA
2-Feb-17,EASTERN,ORISSA,PITHEAD,TALCHER STPS,NTPC LIMITED.,CENTRAL,3000,15,58,0,554,554,10,NULL,NULL,NA
2-Feb-17,EASTERN,ORISSA,RAIL,KAMALANGA TPS,GMR ENERGY LIMITED,IPP,1050,20,10,0,82,82,8,NULL,NULL,NA
2-Feb-17,EASTERN,WEST BENGAL,RAIL,DURGAPUR TPS,DAMODAR VALLEY CORPORATION,CENTRAL,210,20,4,0,114,114,32,NULL,NULL,NA
2-Feb-17,EASTERN,WEST BENGAL,RAIL,MEJIA TPS,DAMODAR VALLEY CORPORATION,CENTRAL,2340,20,27,0,310,310,12,NULL,NULL,NA
2-Feb-17,EASTERN,WEST BENGAL,RAIL,BAKRESWAR TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,1050,20,13,0,344,344,26,NULL,NULL,NA
2-Feb-17,EASTERN,WEST BENGAL,RAIL,BANDEL TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,450,20,6,0,120,120,22,NULL,NULL,NA
2-Feb-17,EASTERN,WEST BENGAL,RAIL,D.P.L. TPS,DURGAPUR PROJECTS LIMITED,STATE,660,25,4,0,21,21,6,CRITICAL,NULL,NA
2-Feb-17,EASTERN,WEST BENGAL,RAIL,KOLAGHAT TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,1260,25,12,0,228,228,19,NULL,NULL,NA
2-Feb-17,EASTERN,WEST BENGAL,RAIL,SAGARDIGHI TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,1600,20,9,0,15,15,2,CRITICAL,SUPERCRITICAL,NA
2-Feb-17,EASTERN,WEST BENGAL,RAIL,SANTALDIH TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,500,20,9,0,115,115,13,NULL,NULL,NA
2-Feb-17,EASTERN,WEST BENGAL,RAIL,BUDGE BUDGE TPS,CALCUTTA ELECTRIC SUPPLY CO. LTD.,PVT,750,20,11,0,205,205,18,NULL,NULL,NA
2-Feb-17,EASTERN,WEST BENGAL,RAIL,SOUTHERN REPL. TPS,CALCUTTA ELECTRIC SUPPLY CO. LTD.,PVT,135,20,2,0,44,44,20,NULL,NULL,NA
2-Feb-17,EASTERN,WEST BENGAL,RAIL,TITAGARH TPS,CALCUTTA ELECTRIC SUPPLY CO. LTD.,PVT,240,20,2,0,14,14,8,NULL,NULL,NA
2-Feb-17,EASTERN,WEST BENGAL,PITHEAD,FARAKKA STPS,NTPC LIMITED.,CENTRAL,2100,15,32,63,322,386,12,NULL,NULL,NA
2-Feb-17,EASTERN,WEST BENGAL,RAIL,DURGAPUR STEEL TPS,DAMODAR VALLEY CORPORATION,CENTRAL,1000,20,15,0,249,249,17,NULL,NULL,NA
2-Feb-17,EASTERN,WEST BENGAL,RAIL,HALDIA TPP,HALDIA ENERGY LTD.,IPP,600,20,8,56,138,194,24,NULL,NULL,NA
2-Feb-17,EASTERN,WEST BENGAL,RAIL,RAGHUNATHPUR TPP,DAMODAR VALLEY CORPORATION,CENTRAL,0,20,6,0,120,120,19,NULL,NULL,NA
2-Feb-17,NORTH EASTERN,ASSAM,RAIL,BONGAIGAON TPP,NTPC LIMITED.,CENTRAL,0,20,3,0,79,79,27,NULL,NULL,NA
3-Feb-17,NORTHERN,DELHI,RAIL,RAJGHAT TPS,INDRAPRASTHA POWER GENERATION COMPANY LIMITED,STATE,135,25,0,0,11,11,313,NULL,NULL,NA
3-Feb-17,NORTHERN,DELHI,RAIL,BADARPUR TPS,NTPC LIMITED.,CENTRAL,705,30,5,0,112,112,23,NULL,NULL,NA
3-Feb-17,NORTHERN,HARYANA,RAIL,PANIPAT TPS,HARYANA POWER GENERATION CORPORATION LIMITED,STATE,920,25,8,0,302,302,39,NULL,NULL,NA
3-Feb-17,NORTHERN,HARYANA,RAIL,RAJIV GANDHI TPS,HARYANA POWER GENERATION CORPORATION LIMITED,STATE,1200,25,13,0,225,225,17,NULL,NULL,NA
3-Feb-17,NORTHERN,HARYANA,RAIL,YAMUNA NAGAR TPS,HARYANA POWER GENERATION CORPORATION LIMITED,STATE,600,25,8,0,242,242,29,NULL,NULL,NA
3-Feb-17,NORTHERN,HARYANA,RAIL,INDIRA GANDHI STPP,ARAVALI POWER COMPANY PRIVATE LIMITED,CENTRAL,1500,25,11,0,339,339,32,NULL,NULL,NA
3-Feb-17,NORTHERN,HARYANA,RAIL,MAHATMA GANDHI TPS,JHAJJAR POWER LTD.,IPP,1320,25,8,0,332,332,40,NULL,NULL,NA
3-Feb-17,NORTHERN,PUNJAB,RAIL,GH TPS (LEH.MOH.),PUNJAB STATE POWER CORP. LTD.,STATE,920,30,6,0,135,135,23,NULL,NULL,NA
3-Feb-17,NORTHERN,PUNJAB,RAIL,ROPAR TPS,PUNJAB STATE POWER CORP. LTD.,STATE,1260,25,10,0,349,349,36,NULL,NULL,NA
3-Feb-17,NORTHERN,PUNJAB,RAIL,GND TPS(BHATINDA),PUNJAB STATE POWER CORP. LTD.,STATE,440,30,3,0,31,31,10,NULL,NULL,NA
3-Feb-17,NORTHERN,PUNJAB,RAIL,RAJPURA TPP,NABHA POWER LTD.,IPP,1400,30,16,0,127,127,8,NULL,NULL,NA
3-Feb-17,NORTHERN,PUNJAB,RAIL,TALWANDI SABO TPP,Talwandi Sabo Power Limited,IPP,1980,25,16,0,69,69,4,CRITICAL,NULL,NA
3-Feb-17,NORTHERN,RAJASTHAN,RAIL,KOTA TPS,RAJASTHAN RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,1240,30,18,0,226,226,13,NULL,NULL,NA
3-Feb-17,NORTHERN,RAJASTHAN,RAIL,SURATGARH TPS,RAJASTHAN RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,1500,30,10,0,260,260,26,NULL,NULL,NA
3-Feb-17,NORTHERN,RAJASTHAN,RAIL,CHHABRA TPP,RAJASTHAN RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,3320,30,14,0,33,33,2,CRITICAL,SUPERCRITICAL,Stock Adjusted
3-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,ANPARA TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,2630,15,43,0,609,609,14,NULL,NULL,NA
3-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,HARDUAGANJ TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,665,25,9,0,220,220,25,NULL,NULL,NA
3-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,PANKI TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,210,20,4,0,149,149,39,NULL,NULL,NA
3-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,PARICHHA TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,1140,30,9,0,271,271,31,NULL,NULL,NA
3-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,DADRI (NCTPP),NTPC LIMITED.,CENTRAL,1820,30,12,0,193,193,16,NULL,NULL,NA
3-Feb-17,NORTHERN,UTTAR PRADESH,PITHEAD,RIHAND STPS,NTPC LIMITED.,CENTRAL,3000,15,43,0,820,820,19,NULL,NULL,NA
3-Feb-17,NORTHERN,UTTAR PRADESH,PITHEAD,SINGRAULI STPS,NTPC LIMITED.,CENTRAL,2000,15,35,0,589,589,17,NULL,NULL,NA
3-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,TANDA TPS,NTPC LIMITED.,CENTRAL,440,25,7,0,198,198,28,NULL,NULL,NA
3-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,UNCHAHAR TPS,NTPC LIMITED.,CENTRAL,1550,25,16,0,472,472,30,NULL,NULL,NA
3-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,ROSA TPP Ph-I,ROSSA POWER SUPPLY CO. LTD.,IPP,1200,25,17,35,235,270,16,NULL,NULL,NA
3-Feb-17,NORTHERN,UTTAR PRADESH,PITHEAD,ANPARA C TPS,LANCO ANPARA POWER PVT. LTD.,IPP,1200,15,10,0,209,209,21,NULL,NULL,NA
3-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,OBRA TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,1278,20,12,0,301,301,25,NULL,NULL,NA
3-Feb-17,NORTHERN,UTTAR PRADESH,RAIL,PRAYAGRAJ TPP,Prayagraj Power Generation Company limited,IPP,0,20,16,0,187,187,12,NULL,NULL,NA
3-Feb-17,WESTERN,CHHATTISGARH,RAIL,DSPM TPS,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,500,15,9,0,69,69,8,NULL,NULL,NA
3-Feb-17,WESTERN,CHHATTISGARH,PITHEAD,KORBA-II,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,200,15,7,0,26,26,4,CRITICAL,NULL,NA
3-Feb-17,WESTERN,CHHATTISGARH,PITHEAD,KORBA-WEST TPS,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,1340,15,23,0,199,199,9,NULL,NULL,NA
3-Feb-17,WESTERN,CHHATTISGARH,PITHEAD,KORBA STPS,NTPC LIMITED.,CENTRAL,2600,15,43,0,517,517,12,NULL,NULL,NA
3-Feb-17,WESTERN,CHHATTISGARH,PITHEAD,SIPAT STPS,NTPC LIMITED.,CENTRAL,2980,15,51,0,78,78,2,CRITICAL,SUPERCRITICAL,NA
3-Feb-17,WESTERN,CHHATTISGARH,RAIL,PATHADI TPP,LANCO AMARKANTAK POWER PVT. LTD.,IPP,600,15,10,0,123,123,12,NULL,NULL,NA
3-Feb-17,WESTERN,CHHATTISGARH,RAIL,BHILAI TPS,NTPC-SAIL POWER CO. PVT. LTD.,CENTRAL,500,20,7,0,141,141,21,NULL,NULL,NA
3-Feb-17,WESTERN,CHHATTISGARH,RAIL,BALCO TPS,BHARAT ALUMINIUM CO. LTD.,IPP,0,20,8,0,75,75,10,NULL,NULL,NA
3-Feb-17,WESTERN,CHHATTISGARH,RAIL,BARADARHA TPS,D.B.POWER CORP. LTD.,IPP,1200,20,17,0,129,129,8,NULL,NULL,NA
3-Feb-17,WESTERN,CHHATTISGARH,RAIL,MARWA TPS,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,0,20,8,0,137,137,18,NULL,NULL,NA
3-Feb-17,WESTERN,GUJARAT,RAIL,SABARMATI (C STATION),TORRENT POWER LTD,PVT,60,30,6,35,86,121,22,NULL,NULL,NA
3-Feb-17,WESTERN,GUJARAT,RAIL,SIKKA REP. TPS,GUJARAT STATE ELECTRICITY CORPORATION LIMITED,STATE,740,30,5,61,39,100,21,NULL,NULL,NA
3-Feb-17,WESTERN,GUJARAT,RAIL,GANDHI NAGAR TPS,GUJARAT STATE ELECTRICITY CORPORATION LIMITED,STATE,630,30,6,0,254,254,44,NULL,NULL,NA
3-Feb-17,WESTERN,GUJARAT,RAIL,UKAI TPS,GUJARAT STATE ELECTRICITY CORPORATION LIMITED,STATE,1350,30,10,0,275,275,28,NULL,NULL,NA
3-Feb-17,WESTERN,GUJARAT,RAIL,WANAKBORI TPS,GUJARAT STATE ELECTRICITY CORPORATION LIMITED,STATE,1470,30,11,0,418,418,38,NULL,NULL,NA
3-Feb-17,WESTERN,MADHYA PRADESH,RAIL,AMARKANTAK EXT TPS,M. P. POWER GENERATING CORPORATION LIMITED,STATE,210,15,3,0,46,46,14,NULL,NULL,NA
3-Feb-17,WESTERN,MADHYA PRADESH,RAIL,SANJAY GANDHI TPS,M. P. POWER GENERATING CORPORATION LIMITED,STATE,1340,20,19,0,133,133,7,NULL,NULL,NA
3-Feb-17,WESTERN,MADHYA PRADESH,RAIL,SATPURA TPS,M. P. POWER GENERATING CORPORATION LIMITED,STATE,1330,20,12,0,173,173,14,NULL,NULL,NA
3-Feb-17,WESTERN,MADHYA PRADESH,RAIL,SHRI SINGHAJI TPP,M. P. POWER GENERATING CORPORATION LIMITED,STATE,1200,20,10,0,176,176,18,NULL,NULL,NA
3-Feb-17,WESTERN,MADHYA PRADESH,PITHEAD,VINDHYACHAL STPS,NTPC LIMITED.,CENTRAL,4760,15,74,0,1086,1086,15,NULL,NULL,NA
3-Feb-17,WESTERN,MADHYA PRADESH,RAIL,BINA TPS,JAI PRAKASH POWER VENTURE LTD.,IPP,500,25,4,0,93,93,21,NULL,NULL,NA
3-Feb-17,WESTERN,MADHYA PRADESH,RAIL,ANUPPUR TPP,MB POWER MADHYA PRADESH LTD,IPP,1200,25,9,0,132,132,15,NULL,NULL,NA
3-Feb-17,WESTERN,MAHARASHTRA,RAIL,BHUSAWAL TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,1420,20,19,0,218,218,12,NULL,NULL,NA
3-Feb-17,WESTERN,MAHARASHTRA,RAIL,CHANDRAPUR(MAHARASHTRA) STPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,2920,20,31,0,317,317,10,NULL,NULL,NA
3-Feb-17,WESTERN,MAHARASHTRA,RAIL,KHAPARKHEDA TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,1340,25,21,0,182,182,9,NULL,NULL,NA
3-Feb-17,WESTERN,MAHARASHTRA,RAIL,KORADI TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,2400,25,19,0,428,428,23,NULL,NULL,NA
3-Feb-17,WESTERN,MAHARASHTRA,RAIL,NASIK TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,630,25,7,0,191,191,29,NULL,NULL,NA
3-Feb-17,WESTERN,MAHARASHTRA,RAIL,PARLI TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,1170,25,12,0,220,220,18,NULL,NULL,NA
3-Feb-17,WESTERN,MAHARASHTRA,RAIL,PARAS TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,500,25,5,0,135,135,27,NULL,NULL,NA
3-Feb-17,WESTERN,MAHARASHTRA,RAIL,TIRORA TPS,ADANI POWER LTD.,IPP,3300,20,47,0,101,101,2,CRITICAL,SUPERCRITICAL,NA
3-Feb-17,WESTERN,MAHARASHTRA,RAIL,DAHANU TPS,RELIANCE INFRASTRUCTURE LTD.,PVT,500,25,7,12,272,284,43,NULL,NULL,NA
3-Feb-17,WESTERN,MAHARASHTRA,RAIL,BUTIBORI TPP,Vidarbha Industries Power Ltd.,IPP,600,20,4,0,63,63,14,NULL,NULL,NA
3-Feb-17,WESTERN,MAHARASHTRA,RAIL,AMARAVATI TPS,RattanIndia Power Limited,IPP,1350,20,19,70,94,165,9,NULL,NULL,NA
3-Feb-17,WESTERN,MAHARASHTRA,RAIL,EMCO WARORA TPS,EMCO ENERGY LTD,IPP,600,20,9,0,42,42,5,CRITICAL,NULL,NA
3-Feb-17,WESTERN,MAHARASHTRA,RAIL,MAUDA TPS,NTPC LIMITED.,CENTRAL,2320,20,15,0,184,184,12,NULL,NULL,NA
3-Feb-17,WESTERN,MAHARASHTRA,RAIL,DHARIWAL TPP,DHARIWAL INFRASTRUCTURE PVT. LTD.,IPP,0,20,6,0,89,89,16,NULL,NULL,NA
3-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,Dr. N.TATA RAO TPS,ANDHRA PRADESH POWER GENERATION CORP. LIMITED.,STATE,3520,20,25,0,265,265,11,NULL,NULL,NA
3-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,RAYALASEEMA TPS,ANDHRA PRADESH POWER GENERATION CORP. LIMITED.,STATE,1050,25,16,0,174,174,11,NULL,NULL,NA
3-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,SIMHADRI,NTPC LIMITED.,CENTRAL,2000,25,31,0,365,365,12,NULL,NULL,NA
3-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,DAMODARAM SANJEEVAIAH TPS,ANDHRA PRADESH POWER DEVELOPMENT COMPANY,STATE,1600,20,15,112,67,178,12,NULL,NULL,NA
3-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,VIZAG TPP,HINDUJA NATIONAL POWER CORP,IPP,0,20,14,0,0,0,0,CRITICAL,SUPERCRITICAL,NA
3-Feb-17,SOUTHERN,ANDHRA PRADESH,RAIL,PAINAMPURAM TPP,THERMAL POWERTECH CORPORATION INDIA LTD.,IPP,1320,20,23,197,116,313,14,NULL,NULL,NA
3-Feb-17,SOUTHERN,KARNATAKA,RAIL,RAICHUR TPS,KARNATAKA POWER CORPORATION LIMITED,STATE,1720,30,23,0,67,67,3,CRITICAL,SUPERCRITICAL,NA
